,index,200DayMovingAverage,50DayMovingAverage,52WeekHigh,52WeekLow,Address,AnalystTargetPrice,AssetType,Beta,BookValue,Country,Currency,Description,DilutedEPSTTM,DividendDate,DividendPerShare,DividendYield,EBITDA,EPS,EVToEBITDA,EVToRevenue,ExDividendDate,Exchange,FiscalYearEnd,ForwardAnnualDividendRate,ForwardAnnualDividendYield,ForwardPE,FullTimeEmployees,GrossProfitTTM,Industry,LastSplitDate,LastSplitFactor,LatestQuarter,MarketCapitalization,Name,OperatingMarginTTM,PEGRatio,PERatio,PayoutRatio,PercentInsiders,PercentInstitutions,PriceToBookRatio,PriceToSalesRatioTTM,ProfitMargin,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenuePerShareTTM,RevenueTTM,Sector,SharesFloat,SharesOutstanding,SharesShort,SharesShortPriorMonth,ShortPercentFloat,ShortPercentOutstanding,ShortRatio,Symbol,TrailingPE,ticker
0,0,406.2868,536.0355,579.5,127.88,"410 North Scottsdale Road, Tempe, AZ, United States, 85281",531.29,Common Stock,1.677,38.472,USA,USD,"Align Technology, Inc., a medical device company, designs, manufactures, and markets Invisalign clear aligners and iTero intraoral scanners and services for orthodontists and general practitioner dentists, and restorative and aesthetic dentistry. It operates in two segments, Clear Aligner; and Scanners and Services. The Clear Aligner segment consists of comprehensive products, including Invisalign Comprehensive treatment that addresses the orthodontic needs of teenage patients, such as mandibular advancement, compliance indicators, and compensation for tooth eruption; and Invisalign First Phase I and Invisalign First Comprehensive Phase 2 package for younger patients generally between the ages of seven and ten years, which is a mixture of primary/baby and permanent teeth. This segment's non-comprehensive products comprise Invisalign Moderate, Lite and Express packages, and Invisalign Go; and non-case products include retention products, Invisalign training fees, and sales of ancillary products, such as cleaning material, and adjusting tools used by dental professionals during the course of treatment. The Scanners and Services segment offers iTero Scanner, a single hardware platform with software options for restorative or orthodontic procedures; restorative software for general practitioner dentists, prosthodontists, periodontists, and oral surgeons; software for orthodontists for digital records storage, orthodontic diagnosis, and for the fabrication of printed models and retainers; computer-aided design/computer-aided manufacturing services and ancillary products, such as disposable sleeves for the wand; and iTero applications and tools. The company sells its products in the United States, the Netherlands, China, and internationally. Align Technology, Inc. was founded in 1997 and is headquartered in Tempe, Arizona.",21.976,None,None,0,421601984,21.976,95.3952,17.3382,None,NASDAQ,December,0,0,60.241,14530,1743897000,Medical Devices,None,None,2020-09-30,41426423808,"Align Technology, Inc",0.1422,3.7789,23.907,0,7.935,89.509,13.2473,17.6276,0.76,0.375,0.209,0.0601,0.8012,29.066,2287207936,Healthcare,72875109,78850400,1372711,1354462,0.0196,0.02,3.44,ALGN,23.907,ALGN
0,0,174.5789,201.5897,211.44,100,"110 West 44th Street, New York, NY, United States, 10036",199.32,Common Stock,0.6192,26.527,USA,USD,"Take-Two Interactive Software, Inc. develops, publishes, and markets interactive entertainment solutions for consumers worldwide. The company offers its products under the Rockstar Games and 2K labels, as well as under Private Division and Social Point labels. It develops and publishes action/adventure products under the Grand Theft Auto, Max Payne, Midnight Club, and Red Dead Redemption names; and offers episodes, content, and virtual currency. The company also develops brands in other genres, including the LA Noire, Bully, and Manhunt franchises. In addition, the company publishes various entertainment properties across various platforms and a range of genres, such as shooter, action, role-playing, strategy, sports, and family/casual entertainment under the BioShock, Mafia, Sid Meier's Civilization, XCOM series, and Borderlands. Further, it publishes sports simulation titles comprising NBA 2K series, a basketball video game; the WWE 2K professional wrestling series. It also offers Kerbal Space Program, The Outer Worlds, Ancestors the Humankind Odyssey under Private Division. Additionally, the company offers free-to-play mobile games, such as Dragon City and Monster Legends. Its products are designed for console gaming systems, including Sony's PlayStation 4; Microsoft's Xbox One; the Nintendo Switch; and personal computers comprising smartphones and tablets. The company provides its products through physical retail, digital download, online platforms, and cloud streaming services. Take-Two Interactive Software, Inc. was founded in 1993 and is headquartered in New York, New York.",4.124,None,None,0,590624000,4.124,26.8551,6.3261,None,NASDAQ,March,0,0,35.5872,5800,1546520000,Electronic Gaming & Multimedia,2005-04-12,3:2,2020-09-30,23073998848,"Take-Two Interactive Software, Inc",0.154,3.0062,48.6057,0,1.757,95.327,8.12,6.9858,0.141,0.365,-0.019,0.0608,0.1866,29.569,3363121920,Communication Services,108966557,115111000,2888863,3291487,0.0285,0.03,2.01,TTWO,48.6057,TTWO
0,0,82.6773,90.4064,95.76,50.18,"3100 Ocean Park Boulevard, Santa Monica, CA, United States, 90405",99.97,Common Stock,0.7096,18.61,USA,USD,"Activision Blizzard, Inc., together with its subsidiaries, develops and distributes content and services on video game consoles, personal computers (PC), and mobile devices in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates through three segments: Activision Publishing, Inc.; Blizzard Entertainment, Inc.; and King Digital Entertainment. It develops, publishes, and sells interactive software products and entertainment content for the console and PC platforms through retail and digital channels, including subscription, full-game, and in-game sales, as well as by licensing software to third-party or related-party companies; and offer downloadable content. The company also maintains a proprietary online gaming service, Battle.net that facilitates the creation of user generated content, digital distribution, and online social connectivity in its games; and develops and publishes interactive entertainment content and services primarily on mobile platforms, such as Android and iOS, as well as distributes its content and services on the PC platform primarily through Facebook. In addition, it operate esports leagues and offer digital advertising content; and provides warehousing, logistics, and sales distribution services to third-party publishers of interactive entertainment software, as well as manufacturers of interactive entertainment hardware products. The company's key product franchises include Call of Duty, World of Warcraft, Diablo, Hearthstone, Overwatch, and Candy Crush. It serves retailers and distributors, including mass-market retailers, first party digital storefronts, consumer electronics stores, discount warehouses, and game specialty stores through third-party distribution and licensing arrangements. Activision Blizzard, Inc. was incorporated in 1979 and is headquartered in Santa Monica, California.",2.849,2020-05-06,0.41,0.0045,2899000064,2.849,21.9462,8.6839,2020-04-14,NASDAQ,December,0.41,0.0045,26.6667,9080,4400000000,Electronic Gaming & Multimedia,2008-09-08,2:1,2020-09-30,70329991168,"Activision Blizzard, Inc",0.3479,1.7216,31.941,0.1814,1.215,89.98,4.8901,9.2218,0.2889,2,0.524,0.0846,0.1663,9.938,7660000256,Communication Services,764123899,772857024,8838173,10571480,0.0116,0.01,1.51,ATVI,31.941,ATVI
0,0,58.1278,76.4266,87.25,31.13,"8000 South Federal Way, Boise, ID, United States, 83716-9632",96.48,Common Stock,1.3629,35.727,USA,USD,"Micron Technology, Inc. designs, manufactures, and sells memory and storage products worldwide. The company operates through four segments: Compute and Networking Business Unit, Mobile Business Unit, Storage Business Unit, and Embedded Business Unit. It offers memory and storage technologies, including DRAM, NAND, NOR, and 3D XPoint memory under the Micron and Crucial brands, as well as through private labels. The company provides memory products for the cloud server, enterprise, client, graphics, and networking markets, as well as for smartphone and other mobile-device markets; SSDs and component-level solutions for the enterprise and cloud, client, and consumer storage markets; other discrete storage products in component and wafer forms for the removable storage markets, as well as 3D XPoint memory products; and memory and storage products for the automotive, industrial, and consumer markets. It markets its products through its direct sales force, independent sales representatives, distributors, and retailers; and web-based customer direct sales channel, as well as through channel and distribution partners. Micron Technology, Inc. was founded in 1978 and is headquartered in Boise, Idaho.",2.651,None,None,0,9249000448,2.651,9.4294,3.9741,1996-05-07,NASDAQ,August,0,0,18.6916,40000,6552000000,Semiconductors,2000-05-02,2:1,2020-11-30,87558291456,"Micron Technology, Inc",0.1545,0.8697,29.5247,0,0.189,84.314,2.1941,4.0174,0.1359,0.646,0.122,0.0412,0.0786,19.842,22064001024,Technology,1115785320,1118669952,25561527,24464923,0.0229,0.02,1.4,MU,29.5247,MU
0,0,PYL
0,0,213.9815,221.2097,242.64,131.489,"One Microsoft Way, Redmond, WA, United States, 98052-6399",270.78,Common Stock,0.8262,17.259,USA,USD,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. Its Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, and Skype for Business, as well as related Client Access Licenses (CAL); Skype, Outlook.com, OneDrive, and LinkedIn; and Dynamics 365, a set of cloud-based and on-premises business solutions for small and medium businesses, large organizations, and divisions of enterprises. Its Intelligent Cloud segment licenses SQL and Windows Servers, Visual Studio, System Center, and related CALs; GitHub that provides a collaboration platform and code hosting service for developers; and Azure, a cloud platform. It also offers support services and Microsoft consulting services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification to developers and IT professionals on various Microsoft products. Its More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; Windows Internet of Things; and MSN advertising. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. It sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. It has a strategic collaboration with DXC Technology. The company was founded in 1975 and is headquartered in Redmond, Washington.",6.707,2021-03-11,2.24,0.0097,71686995968,6.707,22.4283,11.0052,2021-02-17,NASDAQ,June,2.24,0.0097,31.6456,163000,96937000000,Software-Infrastructure,2003-02-18,2:1,2020-12-31,1749493350400,Microsoft Corporation,0.3924,2.3493,34.5848,0.3189,0.059,71.844,13.4332,11.5705,0.3347,0.344,0.167,0.1281,0.427,20.232,153284001792,Technology,7431722306,7560500224,41952779,39201229,0.0056,0.01,1.54,MSFT,34.5848,MSFT
0,0,118.4022,131.6348,145.09,52.8225,"One Apple Park Way, Cupertino, CA, United States, 95014",149.24,Common Stock,1.2836,3.936,USA,USD,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. It also sells various related services. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, HomePod, iPod touch, and other Apple-branded and third-party accessories. It also provides AppleCare support services; cloud services store services; and operates various platforms, including the App Store, that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts. In addition, the company offers various services, such as Apple Arcade, a game subscription service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It sells and delivers third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1977 and is headquartered in Cupertino, California.",3.687,2020-11-12,0.82,0.0062,85159002112,3.687,25.4636,7.6515,2021-02-05,NASDAQ,September,0.82,0.0062,31.6456,147000,104956000000,Consumer Electronics,2020-08-31,4:1,2020-12-31,2215357710336,Apple Inc,0.2525,3.0821,35.7906,0.2216,0.065,59.662,33.4525,7.7848,0.2174,0.344,0.214,0.1336,0.8209,17.13,294135005184,Technology,16770972142,16788100096,99897228,91091816,0.0059,0.01,0.88,AAPL,35.7906,AAPL
0,0,42.4944,44.8882,48.5729,31.3001,"170 West Tasman Drive, San Jose, CA, United States, 95134",49,Common Stock,0.9412,9.038,USA,USD,"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other products related to the communications and information technology industry in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and China. It provides infrastructure platforms, including networking technologies of switching, routing, wireless, and data center products that are designed to work together to deliver networking capabilities, and transport and/or store data. The company also offers collaboration products comprising unified communications, Cisco TelePresence, and conferencing, as well as the Internet of Things and analytics software. In addition, it provides security products, such as network security, cloud and email security, identity and access management, advanced threat protection, and unified threat management products; and cloud and system management products. Further, the company offers a range of service and support options for its customers, including technical support and advanced services. It serves businesses of various sizes, public institutions, governments, and service providers. The company sells its products and services directly, as well as through systems integrators, service providers, other resellers, and distributors. Cisco Systems, Inc. has strategic alliances with Internet2 to deliver next-generation capabilities and software solutions; and Tele2 Iot on connectivity management platform 2CONTROL. Cisco Systems, Inc. was founded in 1984 and is headquartered in San Jose, California.",2.47,2021-01-20,1.44,0.0323,15219999744,2.47,11.3158,3.5973,2021-01-04,NASDAQ,July,1.44,0.0323,14.2653,77500,31683000000,Communication Equipment,2000-03-23,2:1,2020-10-31,188373237760,"Cisco Systems, Inc",0.2815,2.9402,18.0486,0.4615,0.059,74.114,4.9368,3.9383,0.2176,-0.25,-0.093,0.0902,0.2883,11.359,48071000064,Technology,4222260755,4225509888,43506642,40847702,0.0103,0.01,2.3,CSCO,18.0486,CSCO
0,0,83.5561,92.4803,99.23,36.75,"2485 Augustine Drive, Santa Clara, CA, United States, 95054",101.56,Common Stock,2.2836,4.844,USA,USD,"Advanced Micro Devices, Inc. operates as a semiconductor company worldwide. The company operates in two segments, Computing and Graphics; and Enterprise, Embedded and Semi-Custom. Its products include x86 microprocessors as an accelerated processing unit, chipsets, discrete and integrated graphics processing units (GPUs), data center and professional GPUs, and development services; and server and embedded processors, and semi-custom System-on-Chip (SoC) products, development services, and technology for game consoles. The company provides x86 microprocessors for desktop PCs under the AMD Ryzen, AMD Ryzen PRO, Ryzen, Threadripper, AMD A-Series, AMD FX, AMD Athlon, AMD Athlon PRO, and AMD Pro A-Series processors brands; microprocessors for notebook and 2-in-1s under the AMD Ryzen processors with Radeon Vega GPUs, AMD A-Series, AMD Athlon, AMD Ryzen PRO, and AMD Pro A-Series processors brands; microprocessors for servers under the AMD EPYC and AMD Opteron brands; and chipsets under the AMD trademark. It also offers discrete GPUs for desktop and notebook PCs under the AMD Radeon graphics and AMD Embedded Radeon brands; professional graphics products under the AMD Radeon Pro and AMD FirePro graphics brands; and Radeon Instinct accelerators for servers. In addition, the company provides embedded processor solutions for interactive digital signage, casino gaming, and medical imaging under the AMD Opteron, AMD Athlon, AMD Geode, AMD Ryzen, AMD EPYC, AMD R-Series, and G-Series processors brands; and customer-specific solutions based on AMD CPU, GPU, and multi-media technologies, as well as semi-custom SoC products. It serves original equipment and design manufacturers, datacenters, original design manufacturers, system integrators, independent distributors, online retailers, and add-in-board manufacturers through its direct sales force, independent distributors, and sales representatives. The company was founded in 1969 and is headquartered in Santa Clara, California.",2.06,None,None,0,1664999936,2.06,77.1884,10.452,1995-04-27,NASDAQ,December,0,0,45.045,0,4347000000,Semiconductors,2000-08-22,2:1,2020-12-31,103801675776,"Advanced Micro Devices, Inc",0.1402,1.5959,41.5728,0,0.62,73.875,17.7835,10.5877,0.255,9.136,0.525,0.1142,0.5748,8.246,9763000320,Technology,1197095200,1212070016,71347086,60682386,0.0596,0.06,1.72,AMD,41.5728,AMD
0,0,326.7049,346.6197,367.49,185.4807,"UnitedHealth Group Center, Minnetonka, MN, United States, 55343",396.13,Common Stock,0.7437,71.101,USA,USD,"UnitedHealth Group Incorporated operates as a diversified health care company in the United States. It operates through four segments: UnitedHealthcare, OptumHealth, OptumInsight, and OptumRx. The UnitedHealthcare segment offers consumer-oriented health benefit plans and services for national employers, public sector employers, mid-sized employers, small businesses, and individuals; health and well-being services to individuals age 50 and older, addressing their needs for preventive and acute health care services, as well as services dealing with chronic disease and other specialized issues for older individuals; Medicaid plans, Children's Health Insurance Program, and health care programs; medical and dental benefits; and health care delivery. The OptumHealth segment provides access to networks of care provider specialists, health management services, care delivery, consumer engagement, and financial services. This segment serves individuals through programs offered by employers, payers, government entities, and directly with the care delivery systems. The OptumInsight segment offers software and information products, advisory consulting arrangements, and services outsourcing contracts to hospital systems, physicians, health plans, governments, life sciences companies, and other organizations. The OptumRx segment provides pharmacy care services and programs, including retail network contracting, home delivery, specialty and compounding pharmacy, and purchasing and clinical, as well as develops programs in areas, such as step therapy, formulary management, drug adherence, and disease/drug therapy management. UnitedHealth Group Incorporated has partnership with the University of California, San Francisco to expand the mental health workforce in California. UnitedHealth Group Incorporated was incorporated in 1977 and is based in Minnetonka, Minnesota.",16.028,2020-12-15,5,0.015,25295998976,16.028,13.4485,1.3308,2020-12-04,NYSE,December,5,0.015,18.3824,0,67000000000,Healthcare Plans,2005-05-31,2:1,2020-12-31,316507684864,UnitedHealth Group Incorporated,0.0871,1.5331,20.8123,0.2863,0.578,89.316,4.6322,1.254,0.0599,-0.375,0.075,0.0755,0.2377,267.576,257140998144,Healthcare,955435810,948820992,6215303,6217027,0.0066,0.01,2.03,UNH,20.8123,UNH
0,0,216.3301,238.6025,247.44,123.0139,"2825 Airview Boulevard, Kalamazoo, MI, United States, 49002",252.09,Common Stock,0.8803,34.807,USA,USD,"Stryker Corporation operates as a medical technology company. The company operates through three segments: Orthopaedics, MedSurg, and Neurotechnology and Spine. The Orthopaedics segment provides implants for use in hip and knee joint replacements, and trauma and extremities surgeries. The MedSurg segment offers surgical equipment and surgical navigation systems, endoscopic and communications systems, patient handling, emergency medical equipment and intensive care disposable products, reprocessed and remanufactured medical devices, and other medical devices that are used in various medical specialties. The Neurotechnology and Spine segment provides neurotechnology products, which include products used for minimally invasive endovascular techniques; products for brain and open skull based surgical procedures; orthobiologic and biosurgery products, such as synthetic bone grafts and vertebral augmentation products; and minimally invasive products for the treatment of acute ischemic and hemorrhagic stroke. This segment also provides spinal implant products comprising cervical, thoracolumbar, and interbody systems that are used in spinal injury, deformity, and degenerative therapies. The company sells its products to doctors, hospitals, and other healthcare facilities through company-owned subsidiaries and branches, as well as third-party dealers and distributors in approximately 75 countries. Stryker Corporation was founded in 1941 and is headquartered in Kalamazoo, Michigan.",4.2,2021-01-29,2.52,0.0114,3752999936,4.2,30.5568,6.4985,2020-12-30,NYSE,December,2.52,0.0114,24.2718,0,9158000000,Medical Devices,2004-05-17,2:1,2020-12-31,83053568000,Stryker Corporation,0.2049,2.8821,52.6214,0.317,7.434,74.386,6.3477,5.8567,0.1114,-0.216,0.032,0.057,0.1235,38.218,14350999552,Healthcare,332517381,375791008,2549340,2604896,0.0077,0.01,2.57,SYK,52.6214,SYK
0,0,187.6554,188.8373,202.22,158.67,"Clonshaugh Business and Technology Park, Dublin, Ireland, D17 E400",188.33,Common Stock,1.1992,175.911,USA,USD,"Allergan plc, a pharmaceutical company, develops, manufactures, and commercializes branded pharmaceutical, device, biologic, surgical, and regenerative medicine products worldwide. The company operates in three segments: US Specialized Therapeutics, US General Medicine, and International. It offers a portfolio of products in various therapeutic areas, including medical aesthetics and dermatology, eye care, neuroscience, urology, gastrointestinal, central nervous system, women's health, and anti-infective therapeutic products. The company also offers breast implants and tissue expanders; In addition, it develops medical and cosmetic treatments; treatments for neurodegenerative disorders; and inflammatory and fibrotic diseases. It has a collaboration, option, and license agreement with Lyndra, Inc. to develop orally administered products for the treatment of Alzheimer's disease; strategic alliance and option agreement with Editas Medicine, Inc.; and Allergan plc also has licensing agreements with Assembly Biosciences, Inc. The company was formerly known as Actavis plc and changed its name to Allergan plc in June 2015. Allergan plc was incorporated in 2013 and is headquartered in Dublin, Ireland. As of May 8, 2020, Allergan plc operates as a subsidiary of AbbVie Inc.",-7.571,2020-05-08,2.96,0.0153,7189199872,-25.502,28.4393,5.0415,2020-04-15,NYSE,December,2.96,0.0153,11.8906,17400,13654400000,Drug Manufacturers-General,1997-10-30,2:1,2020-03-31,63659159552,Allergan plc,0.0685,2.0492,None,0,0.156,98.255,1.0975,3.945,-0.1544,0,0.002,0.0074,-0.0415,49.033,16096199680,Healthcare,329598013,329806016,15005418,14993256,0.0456,0.05,3.22,AGN,0,AGN
0,0,169.2814,175.1506,176.19,92.24,"3100 Hansen Way, Palo Alto, CA, United States, 94304-1038",177.75,Common Stock,1.0578,24.382,USA,USD,"Varian Medical Systems, Inc. designs, manufactures, sells, and services medical devices and software products for treating cancer and other medical conditions worldwide. It operates through Oncology Systems and Proton Solutions segments. The Oncology Systems segment offers hardware and software products for treating cancer with radiotherapy, fixed field intensity-modulated radiation therapy, image-guided radiation therapy, volumetric modulated arc therapy, stereotactic radiosurgery, stereotactic body radiotherapy, artificial intelligence based adaptive radiotherapy, and brachytherapy, as well as quality assurance equipment. Its products include linear accelerators, brachytherapy afterloaders, treatment accessories, and quality assurance software; and information management, treatment planning, image processing, clinical knowledge exchange, patient care management, decision-making support, and practice management software. This segment serves university research and community hospitals, private and governmental institutions, healthcare agencies, physicians' offices, medical oncology practices, radiotherapy centers, and cancer care clinics. The Proton Solutions segment designs, develops, manufactures, sells, and services products and systems for delivering proton therapy for the treatment of cancer. The company has a strategic agreement with McKesson Corp. to supply treatment delivery systems and planning, services, and radiotherapy information system solutions to its U.S. Oncology Network and Vantage Oncology affiliated sites of care; and a strategic partnership with Siemens AG to represent Siemens diagnostic imaging products to radiation oncology clinics in the United States and other select markets. Varian Medical Systems, Inc. was formerly known as Varian Associates, Inc. and changed its name to Varian Medical Systems, Inc. in April 1999. The company was founded in 1948 and is headquartered in Palo Alto, California.",3.032,None,None,0,523200000,3.032,41.4423,5.0479,1998-12-02,NYSE,September,0,0,32.4675,10000,1377200000,Medical Instruments & Supplies,2017-01-30,10000:8769,2020-12-31,16039286784,"Varian Medical Systems, Inc",0.1359,3.6762,57.9057,0,0.33,91.716,7.7182,5.0642,0.089,0.094,-0.06,0.059,0.1351,34.255,3118099968,Healthcare,91471356,91161296,2567713,2188844,0.036,0.03,3.61,VAR,57.9057,VAR
0,0,37.2965,35.7015,43.44,24.1,"300 Boston Scientific Way, Marlborough, MA, United States, 01752-1234",43.04,Common Stock,0.8724,10.87,USA,USD,"Boston Scientific Corporation develops, manufactures, and markets medical devices for use in various interventional medical specialties worldwide. It operates through three segments: MedSurg, Rhythm and Neuro, and Cardiovascular. The company offers devices to diagnose and treat gastrointestinal and pulmonary conditions; devices to treat various urological and pelvic conditions; implantable cardioverter and implantable cardiac resynchronization therapy defibrillators; pacemakers and implantable cardiac resynchronization therapy pacemakers; and remote patient management systems. It also provides medical technologies to diagnose and treat rate and rhythm disorders of the heart comprising 3-D cardiac mapping and navigation solutions, ablation catheters, diagnostic catheters, mapping catheters, intracardiac ultrasound catheters, delivery sheaths, and other accessories; spinal cord stimulator systems for the management of chronic pain; indirect decompression systems; and deep brain stimulation systems. In addition, the company offers interventional cardiology products, including drug-eluting coronary stent systems used in the treatment of coronary artery disease; percutaneous coronary interventions products to treat atherosclerosis; intravascular catheter-directed ultrasound imaging catheters, fractional flow reserve devices, and systems for use in coronary arteries and heart chambers, as well as various peripheral vessels; and structural heart therapies. Further, it provides stents, balloon catheters, wires, atherectomy systems to treat arterial diseases; thrombectomy and acoustic pulse thrombolysis systems, wires, and stents to treat venous diseases; and peripheral embolization devices, radioactive microspheres, ablation systems, and micro and drainage catheters to treat cancer. The company was founded in 1979 and is headquartered in Marlborough, Massachusetts.",2.605,None,None,0,2122000000,2.605,67.8065,5.6886,None,NYSE,December,0,0,21.8818,36000,7632000000,Medical Devices,2003-11-06,2:1,2020-09-30,50190835712,Boston Scientific Corporation,0.0985,2.785,13.6046,0,0.22,94.599,3.2248,4.9544,0.3664,-0.974,-0.018,0.0216,0.2932,7.177,10108000256,Healthcare,1427282033,1416220032,15399776,16344806,0.0109,0.01,1.41,BSX,13.6046,BSX
0,0,640.7511,831.6312,972.8,136,"42 North Chestnut Street, Ventura, CA, United States, 93001",753.12,Common Stock,2.5714,17.736,USA,USD,"The Trade Desk, Inc. operates as a technology company in the United States and internationally. The company operates a self-service cloud-based platform that allows buyers to create, manage, and optimize data-driven digital advertising campaigns in various advertising formats, including display, video, audio, native and social, and on various devices, such as computers, mobile devices, and connected TV. It also provides data and other value-added services, as well as platform features. The company serves advertising agencies and other service providers for advertisers. The Trade Desk, Inc. was founded in 2009 and is headquartered in Ventura, California.",2.922,None,None,0,112119000,2.922,311.5954,50.0628,None,NASDAQ,December,0,0,158.7302,1310,504878000,Software-Application,None,None,2020-09-30,35974184960,"The Trade Desk, Inc",0.1235,6.31,262.1458,0,0.679,76.684,44.3112,52.1081,0.1931,1.1,0.316,0.0318,0.2067,15.978,732072000,Technology,41620228,41949000,1466504,1855072,0.0352,0.03,1.6,TTD,262.1458,TTD
0,0,505.4315,526.3719,583.99,290.25,"100 Winchester Circle, Los Gatos, CA, United States, 95032",617.23,Common Stock,0.9244,24.984,USA,USD,"Netflix, Inc. provides subscription streaming entertainment service. It offers TV series, documentaries, and feature films across various genres and languages. The company provides members the ability to receive streaming content through a host of Internet-connected screens, including TVs, digital video players, television set-top boxes, and mobile devices. It also provides DVDs-by-mail membership services. The company has approximately 195 million paid members in 190 countries. Netflix, Inc. was founded in 1997 and is headquartered in Los Gatos, California.",6.08,None,None,0,4700999168,6.08,15.7272,9.7574,None,NASDAQ,December,0,0,54.6448,0,9719737000,Entertainment,2015-07-15,7:1,2020-12-31,235792875520,"Netflix, Inc",0.1834,2.4321,87.5642,0,1.547,81.918,21.3093,9.6742,0.1105,-0.084,0.215,0.0782,0.2962,56.69,24996055040,Communication Services,437062330,441795008,7191277,7521167,0.0166,0.02,1.91,NFLX,87.5642,NFLX
0,0,388.6864,374.8337,588.84,77.51,"55 Almaden Boulevard, San Jose, CA, United States, 95113",469.8,Common Stock,None,5.245,USA,USD,"Zoom Video Communications, Inc. provides a video-first communications platform in the Americas, the Asia Pacific, Europe, the Middle East, and Africa. The company's product portfolio includes Zoom Meetings that offers HD video, voice, chat, and content sharing through mobile devices, desktops, laptops, telephones, and conference room systems; Zoom Phone, an enterprise cloud phone system that provides secure call routing, call queuing, call detail reports, call recording, call quality monitoring, voicemail, switch to video, and other services, as well as inbound and outbound calling services; and Zoom Chat enables sharing messages, images, audio files, and content in desktop, laptop, tablet, and mobile devices for meeting and phone customers. It also offers Zoom Rooms, a software-based conference room system; Zoom Conference Room Connector, a gateway for SIP/H.323 endpoints to join Zoom meetings; and Zoom Video Webinars enables users to conduct large-scale online events, such as town hall meetings, workshops, and marketing presentations. In addition, the company provides Zoom for Developers that allows developers to integrate its video, phone, chat, and content sharing into other applications, as well as manages Zoom accounts; and Zoom App Marketplace enhance developers to publish their apps. It serves education, entertainment/media, enterprise infrastructure, finance, government, healthcare, manufacturing, non-profit/not for profit and social impact, retail/consumer products, and software/Internet industries, as well as individuals. Zoom Video Communications, Inc. has partnership with ServiceNow. The company was formerly known as Zoom Communications, Inc. and changed its name to Zoom Video Communications, Inc. in May 2012. Zoom Video Communications, Inc. was founded in 2011 and is headquartered in San Jose, California.",1.439,None,None,0,448344992,1.439,243.5365,54.5705,None,NASDAQ,January,0,0,117.6471,3871,507262000,Telecom Services,None,None,2020-10-31,108603138048,"Zoom Video Communications, Inc",0.2167,1.6307,258.5615,0,1.029,57.138,72.4062,56.3424,0.2182,86.968,3.665,0.1251,0.3759,6.963,1957133952,Communication Services,197793897,204598000,6916760,9127697,0.0339,0.02,1,ZM,258.5615,ZM
